tissue	chrom	start1_bin	mid1_bin	end1_bin	start2_bin	mid2_bin	end2_bin	bin_distance	cate	contact_num
33	4	0	5	11	34	37	41	32	B-B	40578
33	4	0	5	11	49	51	53	46	B-B	16139
33	4	0	5	11	64	73	82	68	B-B	31624
33	4	0	5	11	89	93	98	88	B-B	19788
33	4	0	5	11	110	113	116	108	B-B	7290
33	4	0	5	11	144	146	148	141	B-B	7131
33	4	14	23	32	34	37	41	14	B-B	115845
33	4	14	23	32	49	51	53	28	B-B	40791
33	4	14	23	32	64	73	82	50	B-B	89447
33	4	14	23	32	89	93	98	70	B-B	42183
33	4	14	23	32	110	113	116	90	B-B	20966
33	4	14	23	32	144	146	148	123	B-B	20225
33	4	34	37	41	49	51	53	14	B-B	15947
33	4	34	37	41	64	73	82	36	B-B	34271
33	4	34	37	41	89	93	98	56	B-B	13063
33	4	34	37	41	110	113	116	76	B-B	10291
33	4	34	37	41	144	146	148	109	B-B	6813
33	4	49	51	53	64	73	82	22	B-B	25301
33	4	49	51	53	89	93	98	42	B-B	12438
33	4	49	51	53	110	113	116	62	B-B	4717
33	4	49	51	53	144	146	148	95	B-B	4116
33	4	64	73	82	89	93	98	20	B-B	72415
33	4	64	73	82	110	113	116	40	B-B	21331
33	4	64	73	82	144	146	148	73	B-B	20706
33	4	89	93	98	110	113	116	20	B-B	21129
33	4	89	93	98	144	146	148	53	B-B	16991
33	4	110	113	116	144	146	148	33	B-B	7192
33	5	24	25	26	28	33	38	8	A-A	13317
33	5	24	25	26	64	65	67	40	A-A	1645
33	5	24	25	26	73	75	77	50	A-A	1960
33	5	24	25	26	99	101	104	76	A-A	2611
33	5	24	25	26	106	107	108	82	A-A	1028
33	5	24	25	26	110	127	145	102	A-A	13597
33	5	24	25	26	146	147	149	122	A-A	2067
33	5	28	33	38	64	65	67	32	A-A	9908
33	5	28	33	38	73	75	77	42	A-A	10174
33	5	28	33	38	99	101	104	68	A-A	11513
33	5	28	33	38	106	107	108	74	A-A	4592
33	5	28	33	38	110	127	145	94	A-A	56042
33	5	28	33	38	146	147	149	114	A-A	7850
33	5	64	65	67	73	75	77	10	A-A	6814
33	5	64	65	67	99	101	104	36	A-A	6026
33	5	64	65	67	106	107	108	42	A-A	2315
33	5	64	65	67	110	127	145	62	A-A	18264
33	5	64	65	67	146	147	149	82	A-A	2643
33	5	73	75	77	99	101	104	26	A-A	8703
33	5	73	75	77	106	107	108	32	A-A	4007
33	5	73	75	77	110	127	145	52	A-A	25528
33	5	73	75	77	146	147	149	72	A-A	3911
33	5	99	101	104	106	107	108	6	A-A	9736
33	5	99	101	104	110	127	145	26	A-A	54957
33	5	99	101	104	146	147	149	46	A-A	5377
33	5	106	107	108	110	127	145	20	A-A	29290
33	5	106	107	108	146	147	149	40	A-A	2385
33	5	110	127	145	146	147	149	20	A-A	40653
33	5	0	12	24	26	27	28	15	B-B	26621
33	5	0	12	24	38	51	64	39	B-B	190573
33	5	0	12	24	67	70	73	58	B-B	29396
33	5	0	12	24	77	88	99	76	B-B	78606
33	5	0	12	24	104	105	106	93	B-B	8633
33	5	0	12	24	108	109	110	97	B-B	11348
33	5	0	12	24	145	145	146	133	B-B	4800
33	5	26	27	28	38	51	64	24	B-B	21807
33	5	26	27	28	67	70	73	43	B-B	3956
33	5	26	27	28	77	88	99	61	B-B	10735
33	5	26	27	28	104	105	106	78	B-B	1376
33	5	26	27	28	108	109	110	82	B-B	899
33	5	26	27	28	145	145	146	118	B-B	1054
33	5	38	51	64	67	70	73	19	B-B	49525
33	5	38	51	64	77	88	99	37	B-B	118518
33	5	38	51	64	104	105	106	54	B-B	14130
33	5	38	51	64	108	109	110	58	B-B	10591
33	5	38	51	64	145	145	146	94	B-B	6528
33	5	67	70	73	77	88	99	18	B-B	38405
33	5	67	70	73	104	105	106	35	B-B	4545
33	5	67	70	73	108	109	110	39	B-B	4074
33	5	67	70	73	145	145	146	75	B-B	2757
33	5	77	88	99	104	105	106	17	B-B	17250
33	5	77	88	99	108	109	110	21	B-B	19235
33	5	77	88	99	145	145	146	57	B-B	7425
33	5	104	105	106	108	109	110	4	B-B	5010
33	5	104	105	106	145	145	146	40	B-B	1267
33	5	108	109	110	145	145	146	36	B-B	1061
33	6	29	34	40	48	51	55	17	A-A	41538
33	6	29	34	40	71	72	73	38	A-A	6229
33	6	29	34	40	83	92	102	58	A-A	52593
33	6	29	34	40	108	108	109	74	A-A	3874
33	6	29	34	40	112	116	121	82	A-A	25399
33	6	29	34	40	125	127	129	93	A-A	9614
33	6	29	34	40	134	136	138	102	A-A	8929
33	6	29	34	40	139	143	147	109	A-A	21172
33	6	48	51	55	71	72	73	21	A-A	5963
33	6	48	51	55	83	92	102	41	A-A	34581
33	6	48	51	55	108	108	109	57	A-A	2613
33	6	48	51	55	112	116	121	65	A-A	15333
33	6	48	51	55	125	127	129	76	A-A	6522
33	6	48	51	55	134	136	138	85	A-A	5510
33	6	48	51	55	139	143	147	92	A-A	19030
33	6	71	72	73	83	92	102	20	A-A	8708
33	6	71	72	73	108	108	109	36	A-A	1081
33	6	71	72	73	112	116	121	44	A-A	3340
33	6	71	72	73	125	127	129	55	A-A	1517
33	6	71	72	73	134	136	138	64	A-A	1539
33	6	71	72	73	139	143	147	71	A-A	2823
33	6	83	92	102	108	108	109	16	A-A	13232
33	6	83	92	102	112	116	121	24	A-A	63009
33	6	83	92	102	125	127	129	35	A-A	23959
33	6	83	92	102	134	136	138	44	A-A	22620
33	6	83	92	102	139	143	147	51	A-A	49399
33	6	108	108	109	112	116	121	8	A-A	8642
33	6	108	108	109	125	127	129	19	A-A	3272
33	6	108	108	109	134	136	138	28	A-A	4114
33	6	108	108	109	139	143	147	35	A-A	7365
33	6	112	116	121	125	127	129	11	A-A	19432
33	6	112	116	121	134	136	138	20	A-A	15164
33	6	112	116	121	139	143	147	27	A-A	31793
33	6	125	127	129	134	136	138	9	A-A	12333
33	6	125	127	129	139	143	147	16	A-A	19045
33	6	134	136	138	139	143	147	7	A-A	27209
33	6	0	14	29	40	44	48	30	B-B	134481
33	6	0	14	29	55	63	71	49	B-B	122242
33	6	0	14	29	73	78	83	64	B-B	55789
33	6	0	14	29	102	105	108	91	B-B	30249
33	6	0	14	29	109	110	112	96	B-B	17210
33	6	0	14	29	121	123	125	109	B-B	19112
33	6	0	14	29	129	131	134	117	B-B	31582
33	6	0	14	29	138	138	139	124	B-B	12039
33	6	40	44	48	55	63	71	19	B-B	49232
33	6	40	44	48	73	78	83	34	B-B	19288
33	6	40	44	48	102	105	108	61	B-B	8367
33	6	40	44	48	109	110	112	66	B-B	4186
33	6	40	44	48	121	123	125	79	B-B	6168
33	6	40	44	48	129	131	134	87	B-B	7678
33	6	40	44	48	138	138	139	94	B-B	3021
33	6	55	63	71	73	78	83	15	B-B	40131
33	6	55	63	71	102	105	108	42	B-B	15843
33	6	55	63	71	109	110	112	47	B-B	7981
33	6	55	63	71	121	123	125	60	B-B	10463
33	6	55	63	71	129	131	134	68	B-B	17107
33	6	55	63	71	138	138	139	75	B-B	5986
33	6	73	78	83	102	105	108	27	B-B	14157
33	6	73	78	83	109	110	112	32	B-B	10693
33	6	73	78	83	121	123	125	45	B-B	7666
33	6	73	78	83	129	131	134	53	B-B	10746
33	6	73	78	83	138	138	139	60	B-B	3258
33	6	102	105	108	109	110	112	5	B-B	18030
33	6	102	105	108	121	123	125	18	B-B	7454
33	6	102	105	108	129	131	134	26	B-B	13019
33	6	102	105	108	138	138	139	33	B-B	6524
33	6	109	110	112	121	123	125	13	B-B	5326
33	6	109	110	112	129	131	134	21	B-B	9179
33	6	109	110	112	138	138	139	28	B-B	3684
33	6	121	123	125	129	131	134	8	B-B	10897
33	6	121	123	125	138	138	139	15	B-B	3399
33	6	129	131	134	138	138	139	7	B-B	6753
33	8	10	12	15	22	24	27	12	A-A	13640
33	8	10	12	15	33	35	37	23	A-A	8961
33	8	10	12	15	45	46	48	34	A-A	6838
33	8	10	12	15	69	71	73	59	A-A	3273
33	8	10	12	15	78	79	81	67	A-A	3076
33	8	10	12	15	83	89	96	77	A-A	10920
33	8	10	12	15	104	115	127	103	A-A	20397
33	8	22	24	27	33	35	37	11	A-A	11554
33	8	22	24	27	45	46	48	22	A-A	7582
33	8	22	24	27	69	71	73	47	A-A	3684
33	8	22	24	27	78	79	81	55	A-A	4317
33	8	22	24	27	83	89	96	65	A-A	14303
33	8	22	24	27	104	115	127	91	A-A	27922
33	8	33	35	37	45	46	48	11	A-A	5029
33	8	33	35	37	69	71	73	36	A-A	3678
33	8	33	35	37	78	79	81	44	A-A	3552
33	8	33	35	37	83	89	96	54	A-A	9668
33	8	33	35	37	104	115	127	80	A-A	15666
33	8	45	46	48	69	71	73	25	A-A	2721
33	8	45	46	48	78	79	81	33	A-A	3044
33	8	45	46	48	83	89	96	43	A-A	10521
33	8	45	46	48	104	115	127	69	A-A	15743
33	8	69	71	73	78	79	81	8	A-A	4684
33	8	69	71	73	83	89	96	18	A-A	7037
33	8	69	71	73	104	115	127	44	A-A	11131
33	8	78	79	81	83	89	96	10	A-A	13240
33	8	78	79	81	104	115	127	36	A-A	13025
33	8	83	89	96	104	115	127	26	A-A	82640
33	8	0	5	10	15	18	22	13	B-B	26755
33	8	0	5	10	27	30	33	25	B-B	23214
33	8	0	5	10	37	41	45	36	B-B	23974
33	8	0	5	10	48	58	69	53	B-B	41774
33	8	0	5	10	73	75	78	70	B-B	7998
33	8	0	5	10	81	82	83	77	B-B	4872
33	8	0	5	10	96	100	104	95	B-B	12580
33	8	15	18	22	27	30	33	12	B-B	18209
33	8	15	18	22	37	41	45	23	B-B	18219
33	8	15	18	22	48	58	69	40	B-B	36319
33	8	15	18	22	73	75	78	57	B-B	8251
33	8	15	18	22	81	82	83	64	B-B	3321
33	8	15	18	22	96	100	104	82	B-B	9110
33	8	27	30	33	37	41	45	11	B-B	20355
33	8	27	30	33	48	58	69	28	B-B	32784
33	8	27	30	33	73	75	78	45	B-B	6745
33	8	27	30	33	81	82	83	52	B-B	3543
33	8	27	30	33	96	100	104	70	B-B	8631
33	8	37	41	45	48	58	69	17	B-B	52856
33	8	37	41	45	73	75	78	34	B-B	10900
33	8	37	41	45	81	82	83	41	B-B	5093
33	8	37	41	45	96	100	104	59	B-B	11897
33	8	48	58	69	73	75	78	17	B-B	36116
33	8	48	58	69	81	82	83	24	B-B	13890
33	8	48	58	69	96	100	104	42	B-B	34084
33	8	73	75	78	81	82	83	7	B-B	7349
33	8	73	75	78	96	100	104	25	B-B	11049
33	8	81	82	83	96	100	104	18	B-B	3671
33	9	21	21	22	42	58	74	37	A-A	12588
33	9	21	21	22	96	109	122	88	A-A	6427
33	9	42	58	74	96	109	122	51	A-A	184020
33	9	0	10	21	22	32	42	22	B-B	289441
33	9	0	10	21	74	85	96	75	B-B	83612
33	9	22	32	42	74	85	96	53	B-B	102100
33	11	0	3	7	50	53	56	50	A-A	7603
33	11	0	3	7	57	64	72	61	A-A	13017
33	11	0	3	7	75	82	89	79	A-A	11452
33	11	0	3	7	94	107	120	104	A-A	20209
33	11	50	53	56	57	64	72	11	A-A	30605
33	11	50	53	56	75	82	89	29	A-A	23830
33	11	50	53	56	94	107	120	54	A-A	42769
33	11	57	64	72	75	82	89	18	A-A	47577
33	11	57	64	72	94	107	120	43	A-A	74799
33	11	75	82	89	94	107	120	25	A-A	107550
33	11	7	28	50	56	56	57	28	B-B	26810
33	11	7	28	50	72	73	75	45	B-B	30315
33	11	7	28	50	89	91	94	63	B-B	52067
33	11	56	56	57	72	73	75	17	B-B	1477
33	11	56	56	57	89	91	94	35	B-B	3300
33	11	72	73	75	89	91	94	18	B-B	5429
33	15	7	8	9	11	12	13	4	A-A	5588
33	15	7	8	9	27	27	28	19	A-A	1818
33	15	7	8	9	31	32	33	24	A-A	2532
33	15	7	8	9	34	37	40	29	A-A	6111
33	15	7	8	9	58	59	60	51	A-A	1028
33	15	7	8	9	62	63	64	55	A-A	1171
33	15	7	8	9	73	87	102	79	A-A	12947
33	15	11	12	13	27	27	28	15	A-A	2652
33	15	11	12	13	31	32	33	20	A-A	3929
33	15	11	12	13	34	37	40	25	A-A	7517
33	15	11	12	13	58	59	60	47	A-A	1299
33	15	11	12	13	62	63	64	51	A-A	1198
33	15	11	12	13	73	87	102	75	A-A	15791
33	15	27	27	28	31	32	33	5	A-A	3772
33	15	27	27	28	34	37	40	10	A-A	6156
33	15	27	27	28	58	59	60	32	A-A	796
33	15	27	27	28	62	63	64	36	A-A	1016
33	15	27	27	28	73	87	102	60	A-A	10651
33	15	31	32	33	34	37	40	5	A-A	11798
33	15	31	32	33	58	59	60	27	A-A	1340
33	15	31	32	33	62	63	64	31	A-A	1813
33	15	31	32	33	73	87	102	55	A-A	14383
33	15	34	37	40	58	59	60	22	A-A	3476
33	15	34	37	40	62	63	64	26	A-A	4423
33	15	34	37	40	73	87	102	50	A-A	42489
33	15	58	59	60	62	63	64	4	A-A	4126
33	15	58	59	60	73	87	102	28	A-A	12735
33	15	62	63	64	73	87	102	24	A-A	17480
33	15	0	3	7	9	10	11	7	B-B	8673
33	15	0	3	7	13	20	27	17	B-B	33392
33	15	0	3	7	28	29	31	26	B-B	7170
33	15	0	3	7	33	33	34	30	B-B	3004
33	15	0	3	7	40	49	58	46	B-B	22306
33	15	0	3	7	60	61	62	58	B-B	2033
33	15	0	3	7	64	68	73	65	B-B	11972
33	15	9	10	11	13	20	27	10	B-B	23291
33	15	9	10	11	28	29	31	19	B-B	4434
33	15	9	10	11	33	33	34	23	B-B	2365
33	15	9	10	11	40	49	58	39	B-B	14800
33	15	9	10	11	60	61	62	51	B-B	1080
33	15	9	10	11	64	68	73	58	B-B	3982
33	15	13	20	27	28	29	31	9	B-B	40507
33	15	13	20	27	33	33	34	13	B-B	14554
33	15	13	20	27	40	49	58	29	B-B	95306
33	15	13	20	27	60	61	62	41	B-B	8178
33	15	13	20	27	64	68	73	48	B-B	31263
33	15	28	29	31	33	33	34	4	B-B	6031
33	15	28	29	31	40	49	58	20	B-B	24763
33	15	28	29	31	60	61	62	32	B-B	1957
33	15	28	29	31	64	68	73	39	B-B	9390
33	15	33	33	34	40	49	58	16	B-B	11690
33	15	33	33	34	60	61	62	28	B-B	1589
33	15	33	33	34	64	68	73	35	B-B	3937
33	15	40	49	58	60	61	62	12	B-B	15586
33	15	40	49	58	64	68	73	19	B-B	47115
33	15	60	61	62	64	68	73	7	B-B	10336
33	17	4	8	13	14	14	15	6	A-A	14260
33	17	4	8	13	24	30	36	22	A-A	30476
33	17	4	8	13	44	47	50	39	A-A	11110
33	17	4	8	13	66	67	68	59	A-A	3983
33	17	4	8	13	70	73	76	65	A-A	11080
33	17	4	8	13	78	83	88	75	A-A	17027
33	17	14	14	15	24	30	36	16	A-A	7814
33	17	14	14	15	44	47	50	33	A-A	2125
33	17	14	14	15	66	67	68	53	A-A	885
33	17	14	14	15	70	73	76	59	A-A	2083
33	17	14	14	15	78	83	88	69	A-A	2962
33	17	24	30	36	44	47	50	17	A-A	11531
33	17	24	30	36	66	67	68	37	A-A	3774
33	17	24	30	36	70	73	76	43	A-A	12964
33	17	24	30	36	78	83	88	53	A-A	23599
33	17	44	47	50	66	67	68	20	A-A	2552
33	17	44	47	50	70	73	76	26	A-A	7399
33	17	44	47	50	78	83	88	36	A-A	10048
33	17	66	67	68	70	73	76	6	A-A	5287
33	17	66	67	68	78	83	88	16	A-A	6495
33	17	70	73	76	78	83	88	10	A-A	28214
33	17	0	2	4	13	13	14	11	B-B	2223
33	17	0	2	4	15	19	24	17	B-B	14290
33	17	0	2	4	36	40	44	38	B-B	8684
33	17	0	2	4	50	58	66	56	B-B	8922
33	17	0	2	4	68	69	70	67	B-B	800
33	17	0	2	4	76	77	78	75	B-B	1065
33	17	0	2	4	88	90	92	88	B-B	1070
33	17	13	13	14	15	19	24	6	B-B	10594
33	17	13	13	14	36	40	44	27	B-B	4250
33	17	13	13	14	50	58	66	45	B-B	4920
33	17	13	13	14	68	69	70	56	B-B	583
33	17	13	13	14	76	77	78	64	B-B	718
33	17	13	13	14	88	90	92	77	B-B	970
33	17	15	19	24	36	40	44	21	B-B	47862
33	17	15	19	24	50	58	66	39	B-B	33008
33	17	15	19	24	68	69	70	50	B-B	4504
33	17	15	19	24	76	77	78	58	B-B	5209
33	17	15	19	24	88	90	92	71	B-B	7259
33	17	36	40	44	50	58	66	18	B-B	34008
33	17	36	40	44	68	69	70	29	B-B	4121
33	17	36	40	44	76	77	78	37	B-B	4417
33	17	36	40	44	88	90	92	50	B-B	7389
33	17	50	58	66	68	69	70	11	B-B	10625
33	17	50	58	66	76	77	78	19	B-B	8363
33	17	50	58	66	88	90	92	32	B-B	18034
33	17	68	69	70	76	77	78	8	B-B	2572
33	17	68	69	70	88	90	92	21	B-B	3200
33	17	76	77	78	88	90	92	13	B-B	3715
33	19	0	3	7	10	10	11	7	A-A	2342
33	19	0	3	7	24	28	32	25	A-A	5427
33	19	0	3	7	41	45	49	42	A-A	5256
33	19	0	3	7	53	56	59	53	A-A	2759
33	19	10	10	11	24	28	32	18	A-A	2646
33	19	10	10	11	41	45	49	35	A-A	1906
33	19	10	10	11	53	56	59	46	A-A	1473
33	19	24	28	32	41	45	49	17	A-A	9807
33	19	24	28	32	53	56	59	28	A-A	8309
33	19	41	45	49	53	56	59	11	A-A	15976
33	19	7	8	10	11	17	24	9	B-B	15218
33	19	7	8	10	32	36	41	28	B-B	5455
33	19	7	8	10	49	51	53	43	B-B	2254
33	19	11	17	24	32	36	41	19	B-B	23232
33	19	11	17	24	49	51	53	34	B-B	10603
33	19	32	36	41	49	51	53	15	B-B	9518
3	2	25	30	36	59	60	61	30	A-A	32288
3	2	25	30	36	70	75	80	45	A-A	123717
3	2	25	30	36	90	92	94	62	A-A	27119
3	2	25	30	36	102	104	106	74	A-A	29826
3	2	25	30	36	115	115	116	85	A-A	14417
3	2	25	30	36	117	133	149	103	A-A	232252
3	2	25	30	36	151	164	177	134	A-A	216471
3	2	25	30	36	178	179	180	149	A-A	15255
3	2	59	60	61	70	75	80	15	A-A	50128
3	2	59	60	61	90	92	94	32	A-A	10555
3	2	59	60	61	102	104	106	44	A-A	11932
3	2	59	60	61	115	115	116	55	A-A	5828
3	2	59	60	61	117	133	149	73	A-A	60176
3	2	59	60	61	151	164	177	104	A-A	49313
3	2	59	60	61	178	179	180	119	A-A	3822
3	2	70	75	80	90	92	94	17	A-A	44517
3	2	70	75	80	102	104	106	29	A-A	53739
3	2	70	75	80	115	115	116	40	A-A	20554
3	2	70	75	80	117	133	149	58	A-A	257469
3	2	70	75	80	151	164	177	89	A-A	206329
3	2	70	75	80	178	179	180	104	A-A	14615
3	2	90	92	94	102	104	106	12	A-A	25200
3	2	90	92	94	115	115	116	23	A-A	7666
3	2	90	92	94	117	133	149	41	A-A	91495
3	2	90	92	94	151	164	177	72	A-A	62293
3	2	90	92	94	178	179	180	87	A-A	5825
3	2	102	104	106	115	115	116	11	A-A	12611
3	2	102	104	106	117	133	149	29	A-A	136811
3	2	102	104	106	151	164	177	60	A-A	79344
3	2	102	104	106	178	179	180	75	A-A	8317
3	2	115	115	116	117	133	149	18	A-A	81859
3	2	115	115	116	151	164	177	49	A-A	43711
3	2	115	115	116	178	179	180	64	A-A	3907
3	2	117	133	149	151	164	177	31	A-A	820221
3	2	117	133	149	178	179	180	46	A-A	69045
3	2	151	164	177	178	179	180	15	A-A	65944
3	2	0	12	25	36	47	59	35	B-B	713626
3	2	0	12	25	61	65	70	53	B-B	234210
3	2	0	12	25	80	85	90	73	B-B	165406
3	2	0	12	25	94	98	102	86	B-B	121239
3	2	0	12	25	106	110	115	98	B-B	154466
3	2	0	12	25	116	116	117	104	B-B	30834
3	2	0	12	25	149	150	151	138	B-B	25229
3	2	0	12	25	177	177	178	165	B-B	30016
3	2	36	47	59	61	65	70	18	B-B	286611
3	2	36	47	59	80	85	90	38	B-B	207604
3	2	36	47	59	94	98	102	51	B-B	142108
3	2	36	47	59	106	110	115	63	B-B	178958
3	2	36	47	59	116	116	117	69	B-B	32141
3	2	36	47	59	149	150	151	103	B-B	28991
3	2	36	47	59	177	177	178	130	B-B	30064
3	2	61	65	70	80	85	90	20	B-B	108356
3	2	61	65	70	94	98	102	33	B-B	71425
3	2	61	65	70	106	110	115	45	B-B	82388
3	2	61	65	70	116	116	117	51	B-B	14277
3	2	61	65	70	149	150	151	85	B-B	14399
3	2	61	65	70	177	177	178	112	B-B	13234
3	2	80	85	90	94	98	102	13	B-B	81759
3	2	80	85	90	106	110	115	25	B-B	87263
3	2	80	85	90	116	116	117	31	B-B	14373
3	2	80	85	90	149	150	151	65	B-B	13467
3	2	80	85	90	177	177	178	92	B-B	13470
3	2	94	98	102	106	110	115	12	B-B	98578
3	2	94	98	102	116	116	117	18	B-B	15414
3	2	94	98	102	149	150	151	52	B-B	14390
3	2	94	98	102	177	177	178	79	B-B	14310
3	2	106	110	115	116	116	117	6	B-B	42403
3	2	106	110	115	149	150	151	40	B-B	21088
3	2	106	110	115	177	177	178	67	B-B	19817
3	2	116	116	117	149	150	151	34	B-B	4578
3	2	116	116	117	177	177	178	61	B-B	4399
3	2	149	150	151	177	177	178	27	B-B	7632
3	4	11	12	14	32	33	34	21	A-A	16302
3	4	11	12	14	41	45	49	33	A-A	32919
3	4	11	12	14	53	58	64	46	A-A	39422
3	4	11	12	14	82	85	89	73	A-A	22386
3	4	11	12	14	98	104	110	92	A-A	32428
3	4	11	12	14	116	130	144	118	A-A	61885
3	4	11	12	14	148	151	154	139	A-A	16813
3	4	32	33	34	41	45	49	12	A-A	28241
3	4	32	33	34	53	58	64	25	A-A	28258
3	4	32	33	34	82	85	89	52	A-A	14666
3	4	32	33	34	98	104	110	71	A-A	24153
3	4	32	33	34	116	130	144	97	A-A	44165
3	4	32	33	34	148	151	154	118	A-A	9276
3	4	41	45	49	53	58	64	13	A-A	87604
3	4	41	45	49	82	85	89	40	A-A	43133
3	4	41	45	49	98	104	110	59	A-A	69123
3	4	41	45	49	116	130	144	85	A-A	133421
3	4	41	45	49	148	151	154	106	A-A	29932
3	4	53	58	64	82	85	89	27	A-A	64278
3	4	53	58	64	98	104	110	46	A-A	90840
3	4	53	58	64	116	130	144	72	A-A	156772
3	4	53	58	64	148	151	154	93	A-A	34436
3	4	82	85	89	98	104	110	19	A-A	97576
3	4	82	85	89	116	130	144	45	A-A	131319
3	4	82	85	89	148	151	154	66	A-A	33342
3	4	98	104	110	116	130	144	26	A-A	260053
3	4	98	104	110	148	151	154	47	A-A	59784
3	4	116	130	144	148	151	154	21	A-A	167811
3	4	0	5	11	14	23	32	18	B-B	247665
3	4	0	5	11	34	37	41	32	B-B	72066
3	4	0	5	11	49	51	53	46	B-B	40711
3	4	0	5	11	64	73	82	68	B-B	106046
3	4	0	5	11	89	93	98	88	B-B	50664
3	4	0	5	11	110	113	116	108	B-B	27563
3	4	0	5	11	144	146	148	141	B-B	18398
3	4	14	23	32	34	37	41	14	B-B	205074
3	4	14	23	32	49	51	53	28	B-B	82404
3	4	14	23	32	64	73	82	50	B-B	219761
3	4	14	23	32	89	93	98	70	B-B	116650
3	4	14	23	32	110	113	116	90	B-B	57036
3	4	14	23	32	144	146	148	123	B-B	39808
3	4	34	37	41	49	51	53	14	B-B	43420
3	4	34	37	41	64	73	82	36	B-B	95558
3	4	34	37	41	89	93	98	56	B-B	56531
3	4	34	37	41	110	113	116	76	B-B	24862
3	4	34	37	41	144	146	148	109	B-B	17121
3	4	49	51	53	64	73	82	22	B-B	73538
3	4	49	51	53	89	93	98	42	B-B	31807
3	4	49	51	53	110	113	116	62	B-B	16244
3	4	49	51	53	144	146	148	95	B-B	11749
3	4	64	73	82	89	93	98	20	B-B	142180
3	4	64	73	82	110	113	116	40	B-B	66320
3	4	64	73	82	144	146	148	73	B-B	47448
3	4	89	93	98	110	113	116	20	B-B	44142
3	4	89	93	98	144	146	148	53	B-B	28841
3	4	110	113	116	144	146	148	33	B-B	20708
3	5	24	25	26	28	33	38	8	A-A	30517
3	5	24	25	26	64	65	67	40	A-A	7906
3	5	24	25	26	73	75	77	50	A-A	9305
3	5	24	25	26	99	101	104	76	A-A	12429
3	5	24	25	26	106	107	108	82	A-A	6150
3	5	24	25	26	110	127	145	102	A-A	51048
3	5	24	25	26	146	147	149	122	A-A	7677
3	5	28	33	38	64	65	67	32	A-A	31618
3	5	28	33	38	73	75	77	42	A-A	37996
3	5	28	33	38	99	101	104	68	A-A	42579
3	5	28	33	38	106	107	108	74	A-A	23670
3	5	28	33	38	110	127	145	94	A-A	247250
3	5	28	33	38	146	147	149	114	A-A	31181
3	5	64	65	67	73	75	77	10	A-A	21060
3	5	64	65	67	99	101	104	36	A-A	17609
3	5	64	65	67	106	107	108	42	A-A	9062
3	5	64	65	67	110	127	145	62	A-A	72942
3	5	64	65	67	146	147	149	82	A-A	11318
3	5	73	75	77	99	101	104	26	A-A	20793
3	5	73	75	77	106	107	108	32	A-A	11397
3	5	73	75	77	110	127	145	52	A-A	108284
3	5	73	75	77	146	147	149	72	A-A	16449
3	5	99	101	104	106	107	108	6	A-A	25411
3	5	99	101	104	110	127	145	26	A-A	155474
3	5	99	101	104	146	147	149	46	A-A	21994
3	5	106	107	108	110	127	145	20	A-A	91191
3	5	106	107	108	146	147	149	40	A-A	13072
3	5	110	127	145	146	147	149	20	A-A	145264
3	5	0	12	24	26	27	28	15	B-B	66609
3	5	0	12	24	38	51	64	39	B-B	524500
3	5	0	12	24	67	70	73	58	B-B	127402
3	5	0	12	24	77	88	99	76	B-B	295511
3	5	0	12	24	104	105	106	93	B-B	48189
3	5	0	12	24	108	109	110	97	B-B	50341
3	5	0	12	24	145	145	146	133	B-B	24265
3	5	26	27	28	38	51	64	24	B-B	51970
3	5	26	27	28	67	70	73	43	B-B	11994
3	5	26	27	28	77	88	99	61	B-B	31926
3	5	26	27	28	104	105	106	78	B-B	5587
3	5	26	27	28	108	109	110	82	B-B	4971
3	5	26	27	28	145	145	146	118	B-B	3007
3	5	38	51	64	67	70	73	19	B-B	164073
3	5	38	51	64	77	88	99	37	B-B	377548
3	5	38	51	64	104	105	106	54	B-B	48423
3	5	38	51	64	108	109	110	58	B-B	45056
3	5	38	51	64	145	145	146	94	B-B	26360
3	5	67	70	73	77	88	99	18	B-B	136221
3	5	67	70	73	104	105	106	35	B-B	12976
3	5	67	70	73	108	109	110	39	B-B	14787
3	5	67	70	73	145	145	146	75	B-B	9098
3	5	77	88	99	104	105	106	17	B-B	51481
3	5	77	88	99	108	109	110	21	B-B	47338
3	5	77	88	99	145	145	146	57	B-B	30716
3	5	104	105	106	108	109	110	4	B-B	12607
3	5	104	105	106	145	145	146	40	B-B	5557
3	5	108	109	110	145	145	146	36	B-B	5848
3	6	29	34	40	48	51	55	17	A-A	103633
3	6	29	34	40	71	72	73	38	A-A	23179
3	6	29	34	40	83	92	102	58	A-A	157202
3	6	29	34	40	108	108	109	74	A-A	13639
3	6	29	34	40	112	116	121	82	A-A	74808
3	6	29	34	40	125	127	129	93	A-A	35330
3	6	29	34	40	134	136	138	102	A-A	33062
3	6	29	34	40	139	143	147	109	A-A	64889
3	6	48	51	55	71	72	73	21	A-A	16469
3	6	48	51	55	83	92	102	41	A-A	117226
3	6	48	51	55	108	108	109	57	A-A	8963
3	6	48	51	55	112	116	121	65	A-A	56203
3	6	48	51	55	125	127	129	76	A-A	23744
3	6	48	51	55	134	136	138	85	A-A	24286
3	6	48	51	55	139	143	147	92	A-A	50113
3	6	71	72	73	83	92	102	20	A-A	36181
3	6	71	72	73	108	108	109	36	A-A	3777
3	6	71	72	73	112	116	121	44	A-A	14579
3	6	71	72	73	125	127	129	55	A-A	7216
